iid,gender,age,field,field_cd,race,imprace,imprelig,goal,date,go_out,career,career_c,sports,tvsports,exercise,dining,museums,art,hiking,gaming,clubbing,reading,tv,theater,movies,concerts,music,shopping,yoga,attr1_1,sinc1_1,intel1_1,fun1_1,amb1_1,shar1_1,attr2_1,sinc2_1,intel2_1,fun2_1,amb2_1,shar2_1,attr3_1,sinc3_1,intel3_1,fun3_1,amb3_1
372,1,27.0,Business,8.0,2.0,9.0,7.0,2.0,5.0,2.0,undecided,10.0,9.0,10.0,8.0,9.0,9.0,9.0,7.0,4.0,2.0,9.0,6.0,8.0,6.0,7.0,7.0,4.0,2.0,30.0,15.0,15.0,20.0,5.0,15.0,30.0,10.0,15.0,10.0,20.0,15.0,7.0,8.0,9.0,8.0,8.0
373,1,29.0,MBA,8.0,3.0,3.0,1.0,2.0,5.0,2.0,Business Consulting,7.0,7.0,5.0,8.0,8.0,7.0,6.0,3.0,5.0,9.0,8.0,2.0,3.0,4.0,5.0,9.0,8.0,2.0,75.0,5.0,5.0,10.0,0.0,5.0,80.0,5.0,5.0,5.0,5.0,0.0,9.0,8.0,9.0,9.0,9.0
374,1,30.0,BUSINESS CONSULTING,8.0,4.0,6.0,6.0,2.0,4.0,2.0,CONSULTING,7.0,10.0,10.0,8.0,7.0,8.0,8.0,5.0,5.0,6.0,5.0,6.0,9.0,10.0,9.0,8.0,4.0,4.0,50.0,10.0,10.0,10.0,5.0,15.0,60.0,10.0,10.0,10.0,5.0,5.0,6.0,7.0,7.0,6.0,7.0
375,1,27.0,MBA,8.0,2.0,3.0,2.0,1.0,3.0,1.0,Private Equity,1.0,9.0,8.0,5.0,8.0,4.0,4.0,2.0,2.0,7.0,5.0,6.0,5.0,6.0,3.0,6.0,7.0,3.0,30.0,20.0,15.0,15.0,8.0,12.0,30.0,10.0,10.0,15.0,25.0,10.0,8.0,9.0,8.0,9.0,9.0
376,1,25.0,business,8.0,4.0,10.0,7.0,2.0,5.0,2.0,still wondering,10.0,4.0,1.0,4.0,10.0,5.0,6.0,7.0,7.0,3.0,3.0,9.0,7.0,9.0,5.0,6.0,9.0,5.0,30.0,10.0,15.0,20.0,15.0,10.0,30.0,10.0,20.0,10.0,20.0,10.0,6.0,10.0,9.0,8.0,10.0
377,1,26.0,business school,8.0,4.0,3.0,2.0,1.0,5.0,1.0,investment management,7.0,7.0,9.0,6.0,6.0,3.0,3.0,1.0,7.0,8.0,6.0,8.0,5.0,8.0,7.0,8.0,6.0,2.0,25.0,20.0,10.0,20.0,15.0,10.0,20.0,25.0,20.0,20.0,10.0,5.0,7.0,8.0,7.0,8.0,7.0
378,1,29.0,MBA,8.0,2.0,3.0,2.0,6.0,5.0,2.0,Finance Related,7.0,9.0,5.0,10.0,5.0,4.0,4.0,2.0,1.0,8.0,7.0,3.0,3.0,8.0,5.0,8.0,5.0,2.0,25.0,15.0,20.0,20.0,10.0,10.0,25.0,10.0,10.0,15.0,30.0,10.0,6.0,7.0,9.0,7.0,7.0
379,0,38.0,"Business, Media",8.0,2.0,4.0,6.0,2.0,7.0,2.0,Media Marketing/Entrepreneurship,7.0,4.0,4.0,6.0,7.0,8.0,8.0,7.0,2.0,2.0,6.0,7.0,7.0,9.0,6.0,6.0,3.0,5.0,15.0,15.0,20.0,15.0,15.0,20.0,50.0,5.0,5.0,30.0,0.0,10.0,6.0,9.0,8.0,6.0,9.0
380,0,33.0,MFA -Film,14.0,1.0,4.0,8.0,2.0,7.0,4.0,film directing,6.0,7.0,8.0,8.0,8.0,5.0,5.0,3.0,1.0,5.0,5.0,7.0,7.0,10.0,9.0,9.0,9.0,9.0,20.0,20.0,20.0,15.0,15.0,10.0,100.0,0.0,0.0,0.0,0.0,0.0,4.0,7.0,9.0,9.0,9.0
381,0,24.0,Film,14.0,2.0,6.0,3.0,5.0,4.0,1.0,Screenwriter,6.0,5.0,5.0,5.0,7.0,8.0,8.0,6.0,5.0,6.0,9.0,6.0,4.0,8.0,7.0,8.0,8.0,7.0,20.0,10.0,20.0,35.0,5.0,10.0,40.0,5.0,20.0,15.0,10.0,10.0,7.0,7.0,9.0,10.0,8.0
382,0,28.0,Film,14.0,2.0,8.0,1.0,2.0,7.0,3.0,Filmmaker,6.0,6.0,5.0,10.0,10.0,9.0,9.0,6.0,8.0,3.0,8.0,10.0,8.0,10.0,9.0,9.0,9.0,1.0,25.0,25.0,25.0,10.0,10.0,5.0,80.0,0.0,10.0,10.0,0.0,0.0,7.0,7.0,7.0,7.0,10.0
383,0,27.0,Higher Ed. - M.A.,9.0,2.0,10.0,5.0,3.0,6.0,2.0,Director of Admissions,7.0,9.0,7.0,9.0,9.0,8.0,8.0,5.0,1.0,5.0,6.0,9.0,4.0,9.0,8.0,7.0,7.0,4.0,25.0,20.0,10.0,20.0,15.0,10.0,75.0,1.0,2.0,20.0,1.0,1.0,7.0,9.0,6.0,7.0,6.0
384,0,23.0,Education,9.0,2.0,9.0,6.0,2.0,5.0,3.0,Undecided,10.0,8.0,5.0,7.0,9.0,10.0,10.0,3.0,3.0,7.0,6.0,7.0,10.0,10.0,5.0,6.0,6.0,3.0,20.0,20.0,20.0,20.0,20.0,0.0,20.0,20.0,10.0,20.0,20.0,10.0,8.0,8.0,8.0,9.0,9.0
385,0,25.0,Elementary Education,9.0,2.0,5.0,8.0,2.0,5.0,3.0,Elementary Education Teaching,2.0,7.0,5.0,8.0,10.0,10.0,10.0,10.0,6.0,8.0,9.0,6.0,10.0,10.0,8.0,10.0,9.0,8.0,25.0,20.0,20.0,20.0,10.0,5.0,50.0,5.0,10.0,20.0,5.0,10.0,8.0,8.0,8.0,6.0,6.0
386,0,26.0,School Psychology,3.0,2.0,4.0,2.0,2.0,7.0,2.0,School Psychologist,3.0,1.0,3.0,5.0,8.0,7.0,7.0,2.0,5.0,7.0,8.0,8.0,9.0,9.0,8.0,8.0,8.0,3.0,15.0,10.0,30.0,10.0,15.0,20.0,40.0,5.0,10.0,20.0,10.0,15.0,7.0,8.0,9.0,9.0,9.0
387,0,25.0,School Psychology,3.0,2.0,5.0,2.0,2.0,7.0,2.0,School Psychologist,3.0,5.0,5.0,8.0,8.0,6.0,6.0,4.0,3.0,8.0,7.0,7.0,8.0,8.0,7.0,7.0,8.0,2.0,20.0,15.0,25.0,15.0,15.0,10.0,30.0,15.0,20.0,15.0,10.0,10.0,8.0,8.0,8.0,8.0,8.0
388,0,24.0,Counseling Psychology,3.0,2.0,1.0,6.0,2.0,4.0,2.0,School Counseling,3.0,7.0,4.0,8.0,7.0,3.0,3.0,5.0,3.0,4.0,7.0,6.0,6.0,7.0,6.0,6.0,6.0,4.0,22.0,17.0,15.0,15.0,15.0,16.0,25.0,15.0,15.0,15.0,15.0,15.0,8.0,8.0,8.0,7.0,8.0
389,0,21.0,Law,1.0,2.0,1.0,1.0,2.0,3.0,1.0,attorney?,1.0,7.0,8.0,5.0,8.0,7.0,7.0,10.0,2.0,1.0,10.0,7.0,8.0,8.0,10.0,10.0,7.0,8.0,20.0,30.0,20.0,20.0,0.0,10.0,50.0,0.0,10.0,15.0,15.0,10.0,8.0,10.0,7.0,9.0,5.0
390,0,30.0,Neuroscience and Education,9.0,4.0,1.0,10.0,6.0,4.0,3.0,Academic,2.0,6.0,1.0,6.0,10.0,6.0,6.0,8.0,1.0,4.0,10.0,6.0,8.0,8.0,8.0,8.0,4.0,6.0,10.0,20.0,20.0,10.0,10.0,30.0,10.0,20.0,20.0,10.0,10.0,30.0,8.0,8.0,8.0,8.0,8.0
391,0,28.0,Creative Writing,6.0,2.0,1.0,5.0,1.0,4.0,1.0,Writer,6.0,8.0,1.0,6.0,8.0,6.0,7.0,9.0,1.0,9.0,9.0,1.0,3.0,5.0,5.0,5.0,4.0,2.0,35.0,0.0,35.0,10.0,10.0,10.0,80.0,0.0,0.0,20.0,0.0,0.0,8.0,9.0,9.0,9.0,7.0
392,0,26.0,Creative Writing - Nonfiction,6.0,2.0,6.0,1.0,5.0,4.0,3.0,Writer/teacher,6.0,4.0,3.0,3.0,9.0,10.0,9.0,9.0,1.0,3.0,10.0,6.0,8.0,10.0,5.0,10.0,7.0,7.0,15.0,20.0,15.0,30.0,10.0,10.0,25.0,10.0,10.0,25.0,15.0,15.0,4.0,7.0,8.0,7.0,7.0
393,0,22.0,Writing: Literary Nonfiction,6.0,2.0,4.0,8.0,1.0,7.0,1.0,Writing or Editorial,6.0,3.0,2.0,3.0,5.0,9.0,9.0,4.0,3.0,4.0,9.0,6.0,7.0,8.0,7.0,7.0,5.0,4.0,8.0,20.0,25.0,25.0,12.0,10.0,18.0,18.0,18.0,18.0,5.0,13.0,7.0,9.0,8.0,8.0,8.0
394,0,24.0,Creative Writing (Nonfiction),6.0,2.0,1.0,6.0,2.0,4.0,2.0,writer/editor,6.0,3.0,1.0,4.0,9.0,8.0,8.0,10.0,1.0,1.0,10.0,6.0,9.0,9.0,8.0,7.0,7.0,2.0,18.0,19.0,16.0,15.0,15.0,17.0,20.0,20.0,15.0,15.0,15.0,15.0,9.0,8.0,7.0,7.0,7.0
395,0,33.0,NonFiction Writing,6.0,2.0,1.0,2.0,3.0,4.0,2.0,writer/editor,6.0,3.0,4.0,4.0,10.0,8.0,8.0,6.0,1.0,8.0,9.0,3.0,10.0,10.0,7.0,9.0,7.0,8.0,20.0,20.0,20.0,10.0,10.0,20.0,30.0,20.0,10.0,20.0,10.0,10.0,8.0,8.0,9.0,7.0,7.0
396,0,25.0,Theatre Management & Producing,15.0,4.0,1.0,5.0,2.0,7.0,2.0,producer at a non-profit regional theatre,6.0,3.0,8.0,7.0,10.0,10.0,10.0,7.0,7.0,7.0,10.0,9.0,10.0,10.0,10.0,10.0,7.0,7.0,15.0,18.0,18.0,18.0,15.0,16.0,20.0,15.0,15.0,18.0,14.0,18.0,8.0,10.0,10.0,10.0,8.0
397,1,24.0,Law,1.0,2.0,3.0,2.0,2.0,5.0,2.0,Lawyer,1.0,9.0,8.0,8.0,6.0,7.0,7.0,6.0,2.0,6.0,7.0,5.0,7.0,8.0,4.0,7.0,5.0,1.0,20.0,21.0,21.0,22.0,6.0,10.0,18.0,28.0,17.0,23.0,6.0,8.0,7.0,7.0,10.0,7.0,9.0
398,1,29.0,Business (MBA),8.0,2.0,7.0,2.0,2.0,3.0,1.0,Consultin \ Management,7.0,4.0,1.0,2.0,10.0,7.0,7.0,9.0,9.0,8.0,7.0,7.0,7.0,9.0,6.0,5.0,6.0,2.0,45.0,10.0,10.0,30.0,0.0,5.0,20.0,20.0,20.0,20.0,10.0,10.0,7.0,6.0,7.0,10.0,8.0
399,1,29.0,Business,8.0,2.0,1.0,1.0,2.0,4.0,2.0,Consulting,7.0,9.0,2.0,9.0,9.0,9.0,9.0,7.0,3.0,5.0,9.0,1.0,6.0,7.0,8.0,10.0,3.0,8.0,25.0,10.0,20.0,20.0,10.0,15.0,15.0,15.0,25.0,20.0,25.0,0.0,9.0,9.0,9.0,9.0,9.0
400,1,26.0,Business,8.0,2.0,7.0,7.0,5.0,4.0,2.0,Entrepreneur,7.0,7.0,4.0,7.0,7.0,6.0,6.0,6.0,1.0,8.0,7.0,1.0,7.0,7.0,6.0,7.0,1.0,1.0,70.0,5.0,20.0,3.0,1.0,1.0,80.0,5.0,5.0,4.0,3.0,3.0,7.0,10.0,8.0,6.0,7.0
401,1,31.0,Business,8.0,2.0,1.0,1.0,2.0,4.0,1.0,Consulting,7.0,10.0,1.0,4.0,8.0,8.0,8.0,8.0,2.0,5.0,5.0,1.0,8.0,8.0,10.0,10.0,7.0,3.0,35.0,0.0,25.0,20.0,0.0,20.0,25.0,10.0,30.0,10.0,0.0,25.0,8.0,5.0,10.0,7.0,5.0
402,1,29.0,Mathematics,2.0,4.0,1.0,1.0,3.0,4.0,2.0,Financial Mathematics-Investment Bank or Hedge Fund-Derivatives Quant Analyst,7.0,10.0,2.0,6.0,9.0,6.0,6.0,9.0,7.0,4.0,3.0,3.0,5.0,8.0,4.0,4.0,6.0,9.0,25.0,20.0,15.0,25.0,10.0,5.0,25.0,20.0,10.0,20.0,10.0,15.0,6.0,8.0,10.0,7.0,9.0
403,1,22.0,Financial Engineering,5.0,2.0,6.0,6.0,5.0,5.0,3.0,Work in an investment bank,7.0,9.0,8.0,3.0,7.0,4.0,3.0,5.0,3.0,3.0,5.0,6.0,5.0,8.0,3.0,6.0,2.0,1.0,20.0,25.0,20.0,15.0,5.0,15.0,25.0,20.0,10.0,20.0,15.0,10.0,4.0,8.0,9.0,7.0,9.0
404,1,23.0,Financial Engineering,5.0,2.0,1.0,4.0,2.0,5.0,2.0,Investment Banking,7.0,10.0,5.0,8.0,10.0,8.0,8.0,9.0,7.0,9.0,8.0,4.0,5.0,8.0,7.0,8.0,6.0,3.0,25.0,14.0,25.0,25.0,3.0,8.0,10.0,16.0,24.0,24.0,20.0,6.0,6.0,9.0,8.0,7.0,8.0
405,1,30.0,International Affairs,13.0,1.0,1.0,1.0,4.0,5.0,5.0,Diplomat / Int'l civil servant,9.0,6.0,1.0,6.0,9.0,8.0,9.0,2.0,6.0,8.0,8.0,6.0,10.0,9.0,7.0,9.0,9.0,5.0,30.0,25.0,20.0,15.0,5.0,5.0,25.0,10.0,25.0,15.0,20.0,5.0,8.0,8.0,9.0,10.0,10.0
406,1,27.0,Business,8.0,4.0,1.0,1.0,1.0,6.0,2.0,Finance,7.0,4.0,6.0,8.0,9.0,6.0,7.0,8.0,6.0,6.0,7.0,7.0,8.0,9.0,7.0,10.0,2.0,1.0,20.0,20.0,20.0,20.0,20.0,0.0,20.0,20.0,20.0,20.0,20.0,0.0,6.0,7.0,8.0,8.0,9.0
407,1,24.0,Film,14.0,2.0,1.0,1.0,3.0,4.0,2.0,Screenwriter,6.0,8.0,4.0,7.0,9.0,9.0,9.0,7.0,4.0,2.0,9.0,5.0,7.0,10.0,9.0,9.0,7.0,7.0,30.0,15.0,15.0,15.0,15.0,10.0,50.0,10.0,10.0,10.0,10.0,10.0,7.0,9.0,7.0,8.0,8.0
408,1,24.0,International Affairs,13.0,3.0,1.0,1.0,2.0,7.0,1.0,Diplomat/Business,9.0,7.0,7.0,9.0,8.0,9.0,8.0,3.0,5.0,1.0,6.0,2.0,4.0,8.0,6.0,10.0,2.0,1.0,20.0,10.0,20.0,20.0,10.0,20.0,30.0,15.0,15.0,20.0,10.0,15.0,8.0,7.0,8.0,10.0,9.0
409,1,23.0,biomedical engineering,5.0,2.0,5.0,5.0,2.0,6.0,3.0,research - teaching,2.0,10.0,4.0,1.0,4.0,7.0,8.0,10.0,2.0,8.0,7.0,2.0,6.0,8.0,10.0,10.0,5.0,2.0,20.0,15.0,20.0,20.0,10.0,15.0,15.0,15.0,20.0,20.0,15.0,15.0,7.0,9.0,9.0,8.0,8.0
410,1,27.0,Business,8.0,2.0,8.0,8.0,1.0,5.0,1.0,business,7.0,10.0,8.0,5.0,8.0,1.0,1.0,8.0,10.0,1.0,8.0,2.0,2.0,4.0,4.0,5.0,1.0,1.0,20.0,20.0,20.0,20.0,10.0,10.0,30.0,10.0,10.0,20.0,10.0,10.0,7.0,10.0,10.0,6.0,10.0
411,1,34.0,Finance,8.0,2.0,8.0,2.0,3.0,4.0,1.0,M&A Advisory,7.0,7.0,6.0,6.0,7.0,7.0,6.0,3.0,3.0,1.0,8.0,1.0,7.0,6.0,7.0,10.0,8.0,3.0,35.0,15.0,15.0,25.0,10.0,0.0,60.0,0.0,10.0,20.0,0.0,0.0,8.0,6.0,7.0,9.0,5.0
412,1,27.0,business,8.0,2.0,1.0,1.0,1.0,5.0,2.0,millionaire,7.0,10.0,10.0,10.0,5.0,8.0,8.0,0.0,7.0,3.0,8.0,6.0,5.0,5.0,8.0,8.0,4.0,4.0,75.0,5.0,5.0,5.0,5.0,5.0,60.0,10.0,10.0,10.0,5.0,5.0,7.0,7.0,8.0,8.0,8.0
413,1,26.0,business,8.0,2.0,5.0,3.0,1.0,,2.0,Real Estate,8.0,6.0,7.0,5.0,7.0,5.0,3.0,5.0,5.0,4.0,6.0,8.0,6.0,9.0,6.0,6.0,7.0,0.0,10.0,10.0,30.0,30.0,5.0,15.0,25.0,10.0,20.0,25.0,10.0,10.0,7.0,9.0,8.0,7.0,6.0
414,1,29.0,business,8.0,2.0,2.0,10.0,6.0,1.0,1.0,business,7.0,10.0,5.0,9.0,5.0,0.0,0.0,5.0,5.0,0.0,8.0,7.0,0.0,0.0,0.0,1.0,2.0,0.0,95.0,1.0,1.0,1.0,1.0,1.0,95.0,1.0,1.0,1.0,1.0,1.0,,,,,
415,1,31.0,MBA,8.0,2.0,3.0,1.0,1.0,4.0,2.0,Trader,7.0,1.0,1.0,6.0,6.0,7.0,5.0,1.0,1.0,3.0,10.0,1.0,6.0,6.0,3.0,7.0,1.0,1.0,10.0,20.0,40.0,10.0,10.0,10.0,20.0,10.0,10.0,30.0,10.0,20.0,7.0,8.0,10.0,4.0,8.0
416,0,25.0,Psychology,3.0,3.0,3.0,3.0,6.0,4.0,1.0,Clinical Psychologist,3.0,4.0,1.0,8.0,8.0,7.0,6.0,6.0,1.0,8.0,7.0,8.0,5.0,7.0,5.0,10.0,4.0,3.0,15.0,20.0,30.0,20.0,5.0,10.0,30.0,10.0,10.0,30.0,10.0,10.0,,,,,
417,0,29.0,Psychology,3.0,2.0,1.0,1.0,1.0,5.0,3.0,Clinical Psychologist,3.0,6.0,1.0,4.0,5.0,8.0,8.0,8.0,3.0,5.0,7.0,2.0,6.0,7.0,7.0,6.0,3.0,8.0,20.0,20.0,20.0,10.0,10.0,20.0,25.0,10.0,10.0,20.0,15.0,20.0,7.0,8.0,8.0,4.0,8.0
418,0,25.0,Law,1.0,4.0,7.0,3.0,6.0,7.0,2.0,Lawyer,1.0,2.0,2.0,5.0,9.0,7.0,8.0,6.0,5.0,6.0,10.0,8.0,8.0,10.0,7.0,9.0,7.0,7.0,15.0,25.0,20.0,15.0,10.0,15.0,25.0,15.0,15.0,20.0,10.0,15.0,7.0,9.0,8.0,7.0,5.0
419,0,28.0,Social Work,11.0,2.0,0.0,1.0,4.0,2.0,1.0,Social Work Policy,11.0,6.0,2.0,5.0,8.0,5.0,6.0,5.0,2.0,9.0,9.0,8.0,9.0,9.0,6.0,6.0,4.0,7.0,5.0,30.0,20.0,10.0,5.0,30.0,50.0,10.0,5.0,10.0,5.0,20.0,9.0,8.0,9.0,5.0,3.0
420,0,22.0,Social Work,11.0,2.0,1.0,1.0,5.0,4.0,2.0,Social Worker,11.0,8.0,4.0,5.0,10.0,8.0,8.0,7.0,4.0,3.0,9.0,7.0,8.0,7.0,4.0,5.0,6.0,4.0,10.0,10.0,40.0,10.0,15.0,15.0,35.0,5.0,15.0,25.0,5.0,15.0,8.0,9.0,10.0,7.0,7.0
421,0,25.0,Social Work,11.0,4.0,5.0,5.0,1.0,4.0,3.0,Social Worker,11.0,1.0,1.0,1.0,8.0,5.0,5.0,1.0,5.0,5.0,5.0,8.0,10.0,10.0,5.0,10.0,10.0,5.0,20.0,10.0,30.0,20.0,10.0,10.0,30.0,10.0,20.0,20.0,10.0,10.0,7.0,7.0,6.0,6.0,6.0
422,1,26.0,Fundraising Management,8.0,2.0,6.0,7.0,2.0,4.0,2.0,Fundraising for Non-Profits,7.0,7.0,2.0,8.0,9.0,9.0,9.0,10.0,2.0,4.0,7.0,5.0,9.0,8.0,6.0,6.0,7.0,9.0,30.0,25.0,20.0,10.0,10.0,5.0,30.0,20.0,15.0,15.0,15.0,5.0,8.0,10.0,8.0,8.0,8.0
423,1,30.0,Business,8.0,2.0,1.0,1.0,2.0,4.0,1.0,Money Management,7.0,9.0,2.0,9.0,8.0,7.0,7.0,7.0,6.0,5.0,9.0,5.0,5.0,8.0,7.0,5.0,5.0,4.0,30.0,20.0,30.0,10.0,5.0,5.0,20.0,10.0,20.0,10.0,35.0,5.0,7.0,9.0,9.0,8.0,9.0
424,1,24.0,Biomedical Engineering,5.0,4.0,4.0,4.0,2.0,6.0,3.0,Research,2.0,7.0,7.0,7.0,7.0,5.0,5.0,6.0,7.0,5.0,5.0,7.0,5.0,8.0,5.0,7.0,8.0,5.0,17.0,16.0,17.0,17.0,17.0,16.0,25.0,15.0,15.0,15.0,15.0,15.0,7.0,7.0,7.0,7.0,7.0
425,1,28.0,Business (Finance & Marketing),8.0,2.0,3.0,7.0,2.0,4.0,2.0,General Management,7.0,7.0,8.0,8.0,8.0,7.0,6.0,5.0,2.0,7.0,5.0,5.0,6.0,7.0,5.0,7.0,2.0,2.0,16.0,25.0,20.0,12.0,12.0,15.0,10.0,25.0,20.0,10.0,20.0,15.0,6.0,9.0,9.0,6.0,9.0
426,1,24.0,MBA,8.0,2.0,4.0,7.0,2.0,2.0,1.0,Lobbyist,13.0,7.0,2.0,7.0,8.0,6.0,4.0,3.0,2.0,6.0,5.0,3.0,7.0,6.0,6.0,6.0,4.0,2.0,25.0,7.0,35.0,20.0,8.0,5.0,30.0,3.0,40.0,4.0,20.0,3.0,8.0,8.0,10.0,8.0,9.0
427,1,28.0,International Affairs,13.0,2.0,1.0,1.0,1.0,7.0,3.0,Energy,15.0,10.0,1.0,10.0,8.0,7.0,7.0,9.0,1.0,3.0,8.0,1.0,4.0,5.0,7.0,10.0,1.0,10.0,20.0,20.0,20.0,20.0,20.0,20.0,25.0,10.0,10.0,25.0,20.0,10.0,7.0,10.0,7.0,8.0,9.0
428,1,27.0,MBA,8.0,4.0,8.0,8.0,3.0,2.0,1.0,Management Consulting,7.0,6.0,5.0,5.0,9.0,6.0,7.0,6.0,5.0,6.0,7.0,5.0,6.0,7.0,5.0,7.0,7.0,3.0,60.0,10.0,10.0,10.0,10.0,0.0,50.0,10.0,10.0,10.0,10.0,10.0,8.0,8.0,9.0,7.0,9.0
429,1,27.0,Business,8.0,2.0,1.0,1.0,2.0,2.0,2.0,Investment Management,7.0,7.0,8.0,8.0,9.0,8.0,8.0,8.0,6.0,7.0,9.0,8.0,8.0,8.0,8.0,8.0,7.0,6.0,55.0,10.0,15.0,15.0,5.0,0.0,25.0,15.0,15.0,15.0,15.0,15.0,8.0,8.0,9.0,9.0,8.0
430,0,22.0,Elementary Education - Preservice,9.0,4.0,3.0,10.0,1.0,6.0,2.0,Elementary school teacher,2.0,10.0,10.0,10.0,6.0,3.0,2.0,4.0,2.0,4.0,4.0,8.0,9.0,9.0,8.0,8.0,5.0,4.0,10.0,25.0,15.0,20.0,15.0,15.0,25.0,10.0,10.0,30.0,10.0,15.0,5.0,8.0,5.0,8.0,8.0
431,0,27.0,Education Leadership - Public School Administration,9.0,4.0,5.0,8.0,2.0,7.0,3.0,Public School Principal,7.0,10.0,9.0,7.0,10.0,10.0,10.0,10.0,5.0,4.0,10.0,7.0,7.0,5.0,8.0,10.0,10.0,3.0,15.0,15.0,25.0,15.0,15.0,15.0,50.0,10.0,10.0,10.0,10.0,10.0,7.0,10.0,9.0,7.0,10.0
432,0,28.0,Social Work,11.0,2.0,1.0,1.0,4.0,6.0,3.0,Social Worker,11.0,2.0,2.0,2.0,10.0,10.0,10.0,7.0,1.0,6.0,6.0,4.0,9.0,8.0,8.0,7.0,5.0,5.0,15.0,30.0,30.0,10.0,10.0,5.0,25.0,10.0,25.0,15.0,20.0,5.0,7.0,8.0,8.0,8.0,8.0
433,0,30.0,MFA Writing,15.0,6.0,3.0,3.0,2.0,6.0,3.0,Writer,6.0,3.0,3.0,8.0,8.0,8.0,8.0,8.0,1.0,6.0,7.0,5.0,7.0,8.0,5.0,5.0,5.0,3.0,20.0,20.0,20.0,20.0,10.0,10.0,35.0,10.0,10.0,35.0,5.0,5.0,8.0,6.0,8.0,7.0,5.0
434,0,27.0,International Affairs,11.0,2.0,2.0,2.0,1.0,4.0,2.0,Trade Specialist,15.0,4.0,2.0,9.0,6.0,3.0,3.0,3.0,2.0,7.0,2.0,6.0,2.0,2.0,4.0,7.0,8.0,4.0,30.0,15.0,15.0,30.0,0.0,10.0,40.0,10.0,10.0,25.0,0.0,15.0,7.0,7.0,6.0,8.0,4.0
435,0,22.0,Law,1.0,1.0,1.0,1.0,1.0,7.0,2.0,Lawyer,1.0,5.0,5.0,6.0,9.0,8.0,8.0,3.0,2.0,9.0,9.0,1.0,8.0,7.0,9.0,9.0,10.0,10.0,25.0,5.0,20.0,25.0,15.0,10.0,50.0,1.0,4.0,25.0,10.0,10.0,7.0,9.0,9.0,9.0,9.0
436,0,23.0,Law,1.0,2.0,9.0,1.0,1.0,6.0,1.0,Law,1.0,8.0,5.0,9.0,10.0,8.0,7.0,8.0,5.0,1.0,9.0,10.0,8.0,10.0,6.0,10.0,10.0,4.0,28.0,8.0,17.0,22.0,17.0,8.0,50.0,0.0,0.0,50.0,0.0,0.0,9.0,8.0,7.0,10.0,6.0
437,0,23.0,Social Work,11.0,2.0,2.0,6.0,1.0,4.0,1.0,Social Work,11.0,6.0,7.0,7.0,8.0,9.0,9.0,8.0,5.0,6.0,9.0,7.0,10.0,10.0,10.0,10.0,5.0,6.0,15.0,15.0,18.0,18.0,14.0,20.0,35.0,12.0,12.0,15.0,15.0,23.0,7.0,9.0,9.0,9.0,8.0
438,0,23.0,Social Work,11.0,2.0,1.0,5.0,1.0,4.0,1.0,Clinical Social Worker,11.0,3.0,1.0,8.0,9.0,5.0,5.0,8.0,4.0,7.0,6.0,5.0,7.0,9.0,10.0,9.0,8.0,3.0,14.0,15.0,16.0,17.0,18.0,20.0,20.0,12.0,15.0,15.0,14.0,14.0,7.0,8.0,7.0,7.0,7.0
439,0,29.0,Bilingual Education,9.0,2.0,1.0,5.0,2.0,3.0,2.0,Bilingual Elementary School Teacher,2.0,8.0,4.0,8.0,9.0,8.0,9.0,6.0,1.0,7.0,9.0,6.0,4.0,9.0,9.0,9.0,6.0,6.0,20.0,10.0,50.0,5.0,10.0,5.0,60.0,0.0,10.0,10.0,10.0,10.0,8.0,8.0,7.0,7.0,7.0
440,1,21.0,Law,1.0,2.0,8.0,2.0,1.0,7.0,2.0,Lawyer,1.0,10.0,10.0,10.0,10.0,7.0,7.0,7.0,3.0,1.0,3.0,5.0,5.0,10.0,8.0,10.0,8.0,5.0,35.0,5.0,30.0,20.0,5.0,5.0,40.0,5.0,20.0,10.0,20.0,5.0,8.0,8.0,9.0,9.0,9.0
441,1,24.0,Law,1.0,2.0,4.0,2.0,2.0,7.0,1.0,Corporate law,1.0,6.0,1.0,6.0,7.0,7.0,8.0,7.0,14.0,9.0,9.0,8.0,9.0,10.0,10.0,10.0,7.0,2.0,35.0,10.0,25.0,20.0,5.0,5.0,50.0,0.0,0.0,25.0,25.0,0.0,8.0,7.0,9.0,8.0,8.0
442,1,25.0,law,1.0,2.0,1.0,1.0,4.0,6.0,1.0,tax lawyer,1.0,7.0,1.0,7.0,5.0,1.0,1.0,7.0,1.0,8.0,6.0,1.0,1.0,5.0,3.0,5.0,2.0,1.0,40.0,10.0,0.0,45.0,0.0,5.0,30.0,10.0,10.0,20.0,30.0,10.0,7.0,9.0,8.0,8.0,9.0
443,1,27.0,International Affairs - Economic Policy,13.0,3.0,1.0,3.0,2.0,6.0,2.0,Economic Policy Advisor on Latin America,9.0,9.0,5.0,7.0,8.0,5.0,5.0,5.0,3.0,7.0,6.0,1.0,6.0,7.0,8.0,8.0,4.0,5.0,30.0,25.0,10.0,20.0,0.0,15.0,40.0,0.0,20.0,20.0,20.0,0.0,7.0,10.0,7.0,9.0,7.0
444,1,26.0,MBA,8.0,2.0,5.0,1.0,2.0,4.0,2.0,Media Management,7.0,8.0,8.0,9.0,2.0,6.0,8.0,6.0,2.0,5.0,2.0,7.0,1.0,10.0,3.0,5.0,5.0,6.0,50.0,10.0,10.0,30.0,0.0,0.0,30.0,20.0,10.0,30.0,5.0,5.0,8.0,7.0,8.0,9.0,7.0
